Titulo_libro	Autor	Subtitulo_libro	Cantidad ejemplares	Edicion	Año_publicacion	biblioitemnumber
Titulo_libro: Las ideas políticas en Argentina.	Autor: Romero, José Luis	Subtitulo_libro: sin datos	Cantidad ejemplares: 5	Edicion: 1ra.ed.	Año_publicacion: 1987.	biblioitemnumber: 1737
Titulo_libro: Ensayos sobre política y sociedad en América Latina.	Autor: Waldman, Peter	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1983.	biblioitemnumber: 1738
"Titulo_libro: Los nervios del gobierno; modelos de comunicación y control políticos."	Autor: Deutsch, Karl W.	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1993.	biblioitemnumber: 1739
Titulo_libro: Sociología de la política : 	Autor: Duverger, Maurice	Subtitulo_libro: elementos de ciencia política.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1983.	biblioitemnumber: 1740
Titulo_libro: Macroeconomía al alcance de todos.	Autor: Carlino, Bernardo	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1995.	biblioitemnumber: 1741
Titulo_libro: Principles of economics : 	Autor: Bowden, Elbert V.	Subtitulo_libro: thery, problems, policies.	Cantidad ejemplares: 1	Edicion: 4ta.ed.	Año_publicacion: c1983.	biblioitemnumber: 1742
Titulo_libro: Análisis económico.	Autor: Boulding, Kenneth E.	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 3ra.ed.	Año_publicacion: c1978.	biblioitemnumber: 1743
Titulo_libro: Fundamentos de economía.	Autor: Case, Karl E	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 2da.ed.	Año_publicacion: c1993.	biblioitemnumber: 1744
Titulo_libro: Economía política.	Autor: Barre, Raymond	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 10ma.ed.	Año_publicacion: 1981.	biblioitemnumber: 1745
Titulo_libro: Economía política.	Autor: Barre, Raymond	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 7ma.ed.	Año_publicacion: 1973.	biblioitemnumber: 1746
Titulo_libro: Economía política.	Autor: Barre, Raymond	Subtitulo_libro: sin datos	Cantidad ejemplares: 4	Edicion: 7ma.ed.	Año_publicacion: 1973.	biblioitemnumber: 1747
Titulo_libro: Economía política.	Autor: Barre, Raymond	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 10ma.ed.	Año_publicacion: 1981.	biblioitemnumber: 1748
Titulo_libro: Microeconomía : 	Autor: Mansfield, Edwin	Subtitulo_libro: teoría y aplicaciones.	Cantidad ejemplares: 1	Edicion: 3ra.ed.	Año_publicacion: 1994.	biblioitemnumber: 1749
Titulo_libro: Microeconomía : 	Autor: Mansfield, Edwin	Subtitulo_libro: teoría y aplicaciones.	Cantidad ejemplares: 6	Edicion: 4ta.ed.	Año_publicacion: 1996.	biblioitemnumber: 1750
Titulo_libro: Microeconomía : 	Autor: Hirshleifer, Jack	Subtitulo_libro: teoria y aplicaciones.	Cantidad ejemplares: 2	Edicion: 5ta.ed.	Año_publicacion: 1994.	biblioitemnumber: 1751
Titulo_libro: Microeconomía al alcance de todos.	Autor: Gandur, Antonio	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1995.	biblioitemnumber: 1752
Titulo_libro: Teoría microeconomica.	Autor: Ferguson, C. E	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 3ra.ed.	Año_publicacion: 1982.	biblioitemnumber: 1753
Titulo_libro: Teoría microeconomica.	Autor: Ferguson, C. E	Subtitulo_libro: sin datos	Cantidad ejemplares: 43	Edicion: 4ta.ed.	Año_publicacion: 1983.	biblioitemnumber: 1754
Titulo_libro: Introducción al estudio del ingreso nacional.	Autor: Gonzalez, Norberto	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 4ta.ed.	Año_publicacion: 1982.	biblioitemnumber: 1755
Titulo_libro: Introducción al estudio del ingreso nacional.	Autor: Gonzalez, Norberto	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 20ma.ed.	Año_publicacion: 1984.	biblioitemnumber: 1756
Titulo_libro: Introducción al estudio del ingreso nacional.	Autor: Gonzalez, Norberto	Subtitulo_libro: sin datos	Cantidad ejemplares: 8	Edicion: 22da.ed.	Año_publicacion: 1986.	biblioitemnumber: 1757
Titulo_libro: Introducción a la economía positiva.	Autor: Lipsey, Richard G	Subtitulo_libro: sin datos	Cantidad ejemplares: 7	Edicion: 10ma.ed.	Año_publicacion: 1980.	biblioitemnumber: 1758
Titulo_libro: Introducción a la economía positiva.	Autor: Lipsey, Richard G	Subtitulo_libro: sin datos	Cantidad ejemplares: 10	Edicion: 12ma.ed.	Año_publicacion: 1992.	biblioitemnumber: 1759
Titulo_libro: La economía descifrada : 	Autor: Levi, Maurice	Subtitulo_libro: manual de supervivencia para legos.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1981.	biblioitemnumber: 1760
Titulo_libro: Flexibilización del mercado laboral y crecimiento económico.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1989.	biblioitemnumber: 1761
Titulo_libro: International economics.	Autor: Lindert, Peter H	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 7ma.ed.	Año_publicacion: 1982.	biblioitemnumber: 1762
Titulo_libro: Teoría microeconómica : 	Autor: Henderson, James M	Subtitulo_libro: una aproximación matemática.	Cantidad ejemplares: 2	Edicion: 3ra.ed.	Año_publicacion: 1985.	biblioitemnumber: 1763
Titulo_libro: Economía teórica : 	Autor: Fernández Pol, Jorge Eduardo	Subtitulo_libro: temas para reflexionar.	Cantidad ejemplares: 1	Edicion: 2da.ed.	Año_publicacion: 1983.	biblioitemnumber: 1764
Titulo_libro: Tyranny of the status quo.	Autor: Friedman, Milton	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: c1984.	biblioitemnumber: 1765
Titulo_libro: Macroeconomía.	Autor: Dornbusch, Rudiger	Subtitulo_libro: sin datos	Cantidad ejemplares: 6	Edicion: 3ra.ed.	Año_publicacion: 1986.	biblioitemnumber: 1766
Titulo_libro: Macroeconomía en la economía global.	Autor: Sachs, Jeffrey D	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1994.	biblioitemnumber: 1767
Titulo_libro: Microeconomía moderna.	Autor: Koutsoyiannis, A	Subtitulo_libro: sin datos	Cantidad ejemplares: 8	Edicion: 1ra.ed.	Año_publicacion: 1985.	biblioitemnumber: 1768
Titulo_libro: La tercera ola.	Autor: Toffler, Alvin	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 9na.ed.	Año_publicacion: 1984.	biblioitemnumber: 1769
Titulo_libro: Análisis microeconómico.	Autor: Varian, Hal R	Subtitulo_libro: sin datos	Cantidad ejemplares: 5	Edicion: 1ra.ed.	Año_publicacion: 1992.	biblioitemnumber: 1770
Titulo_libro: Los sistemas económicos.	Autor: Lajugie, Joseph	Subtitulo_libro: sin datos	Cantidad ejemplares: 18	Edicion: 18va.ed.	Año_publicacion: 1986.	biblioitemnumber: 1771
Titulo_libro: Los sistemas económicos.	Autor: Lajugie, Joseph	Subtitulo_libro: sin datos	Cantidad ejemplares: 9	Edicion: 19na.ed.	Año_publicacion: 1987.	biblioitemnumber: 1772
Titulo_libro: Los sistemas económicos.	Autor: Lajugie, Joseph	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 20ma.ed.	Año_publicacion: 1987.	biblioitemnumber: 1773
Titulo_libro: Los sistemas económicos.	Autor: Lajugie, Joseph	Subtitulo_libro: sin datos	Cantidad ejemplares: 4	Edicion: 25ta.ed.	Año_publicacion: 1994.	biblioitemnumber: 1774
Titulo_libro: Riesgos del trabajo : 	Autor: Giordano, Osvaldo	Subtitulo_libro: la modernización de las instituciones laborales.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1996.	biblioitemnumber: 1775
Titulo_libro: Riesgos del trabajo : 	Autor: Giordano, Osvaldo	Subtitulo_libro: la modernización de las instituciones laborales.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1996.	biblioitemnumber: 1776
Titulo_libro: Método de econometría.	Autor: Johnston, Jack	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 3ra.	Año_publicacion: 1980.	biblioitemnumber: 1777
Titulo_libro: Un trabajo para todos : 	Autor: sin datos	Subtitulo_libro: empleo y desempleo en la Argentina.	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1997.	biblioitemnumber: 1778
Titulo_libro: The Three Rs of investing : 	Autor: Donnelly, Austín S.	Subtitulo_libro: return, risk and relativity.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1985.	biblioitemnumber: 1779
Titulo_libro: El nuevo sindicalismo : 	Autor: Heckscher, Charles	Subtitulo_libro: la participación del trabajador.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: [19--].	biblioitemnumber: 1780
Titulo_libro: Historia de las doctrinas económicas.	Autor: Roll, Eric	Subtitulo_libro: sin datos	Cantidad ejemplares: 3	Edicion: 1ra.ed.	Año_publicacion: 1984.	biblioitemnumber: 1781
Titulo_libro: El balance de pagos.	Autor: Meade, James Edward	Subtitulo_libro: sin datos	Cantidad ejemplares: 3	Edicion: 1ra.ed.	Año_publicacion: 1976.	biblioitemnumber: 1782
Titulo_libro: Ahorro e inversión en el proceso de crecimiento económico.	Autor: Porto, Guido G.	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1996.	biblioitemnumber: 1783
Titulo_libro: Administración bancaria.	Autor: Crosse, Howard D.	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1984.	biblioitemnumber: 1784
Titulo_libro: Map : 	Autor: Lerner, Abba P.	Subtitulo_libro: amarket anti-inflation.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1982.	biblioitemnumber: 1785
Titulo_libro: Inflación recesiva : 	Autor: Fernandez Pol, Jorge Eduardo	Subtitulo_libro: una aproximación microeconómica.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1982.	biblioitemnumber: 1786
Titulo_libro: Política cambiaria y crecimiento.	Autor: Santangelo, Rodolfo Arturo M.	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1986.	biblioitemnumber: 1787
Titulo_libro: La economía social en la argentina y el mundo.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1988.	biblioitemnumber: 1788
Titulo_libro: Universidad y cooperativismo.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1985.	biblioitemnumber: 1789
Titulo_libro: Economía social agraria : 	Autor: Carracedo, Orlando	Subtitulo_libro: teoría y acción del cooperativismo en el ambito rural.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1984.	biblioitemnumber: 1790
Titulo_libro: Cómo pronosticar la devaluación con exactitud : 	Autor: Lavin Higuera, Javier	Subtitulo_libro: el caso México.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1984.	biblioitemnumber: 1791
Titulo_libro: Finanzas públicas y derecho tributario.	Autor: Jarach, Dino	Subtitulo_libro: sin datos	Cantidad ejemplares: 5	Edicion: 1ra.ed.	Año_publicacion: 1985.	biblioitemnumber: 1792
Titulo_libro: Finanzas públicas y derecho tributario.	Autor: Jarach, Dino	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 2da.ed.	Año_publicacion: 1996.	biblioitemnumber: 1793
Titulo_libro: Introducción a las finanzas públicas.	Autor: Martín, José María	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1985.	biblioitemnumber: 1794
Titulo_libro: Análisis económico de los impuestos y del sector público.	Autor: Due, John F	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 7ma.ed.	Año_publicacion: 1990.	biblioitemnumber: 1795
Titulo_libro: Manual de contabilidad gubernamental.	Autor: Ale, Miguel Ángel	Subtitulo_libro: sin datos	Cantidad ejemplares: 5	Edicion: 1ra.ed.	Año_publicacion: 1994.	biblioitemnumber: 1796
Titulo_libro: Curso de contabilidad pública.	Autor: Atchabahian, Adolfo	Subtitulo_libro: sin datos	Cantidad ejemplares: 16	Edicion: 2da.ed.	Año_publicacion: 1985.	biblioitemnumber: 1797
Titulo_libro: Régimen jurídico de la gestión y el control en la hacienda pública.	Autor: Atchabahian, Adolfo	Subtitulo_libro: sin datos	Cantidad ejemplares: 13	Edicion: 1ra.ed.	Año_publicacion: 1996.	biblioitemnumber: 1798
Titulo_libro: Procedimiento tributario : 	Autor: Díaz Sieiro, Horacio P	Subtitulo_libro: ley 11683.	Cantidad ejemplares: 3	Edicion: 1ra.ed.	Año_publicacion: 1993.	biblioitemnumber: 1799
Titulo_libro: Regimen penal tributario : 	Autor: Edwards, Carlos Enrique	Subtitulo_libro: ley 23771.	Cantidad ejemplares: 2	Edicion: 2da.ed.	Año_publicacion: 1993.	biblioitemnumber: 1800
Titulo_libro: La seguridad jurídica en los procesos tributarios.	Autor: Díaz, Vicente Oscar	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1994.	biblioitemnumber: 1801
Titulo_libro: Nuevo ajuste impositivo por inflación.	Autor: Dalmasio, Adalberto Raúl	Subtitulo_libro: sin datos	Cantidad ejemplares: 3	Edicion: 2da.ed.	Año_publicacion: 1987.	biblioitemnumber: 1802
Titulo_libro: Estructura y funciones actuales de los organismos internacionales, finacieros y económicos.	Autor: Calcagno, Alfredo Eric	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1993.	biblioitemnumber: 1803
Titulo_libro: Procedimiento tributario .	Autor: Giuliani Fonrouge, Carlos M	Subtitulo_libro: sin datos	Cantidad ejemplares: 5	Edicion: 6ta.ed.	Año_publicacion: 1993.	biblioitemnumber: 1804
Titulo_libro: El procedimiento ante el Tribunal Fiscal de la Nación y sus instancias superiores : 	Autor: García Vizcaino, Catalina	Subtitulo_libro: Análisis teórico práctico de la legislación, doct. y jurisp.	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1986.	biblioitemnumber: 1805
Titulo_libro: Planificación y presupuesto por programas.	Autor: Martner, Gonzalo	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 11ra.ed.	Año_publicacion: 1979.	biblioitemnumber: 1806
Titulo_libro: Sistema financiero internacional : 	Autor: sin datos	Subtitulo_libro: discursos y documentos técnicos.	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1989.	biblioitemnumber: 1807
Titulo_libro: Procedimiento tributario : 	Autor: Celdeiro, Ernesto Carlos	Subtitulo_libro: análisis teórico-práctico de la Ley 11683.	Cantidad ejemplares: 3	Edicion: 5ta.ed.	Año_publicacion: 1992.	biblioitemnumber: 1808
Titulo_libro: Procedimiento tributario : 	Autor: Celdeiro, Ernesto Carlos	Subtitulo_libro: análisis teórico-práctico de la Ley 11683.	Cantidad ejemplares: 3	Edicion: 5ta.ed.	Año_publicacion: 1992.	biblioitemnumber: 1809
Titulo_libro: Procedimiento tributario : 	Autor: Celdeiro, Ernesto Carlos	Subtitulo_libro: análisis teórico-práctico de la Ley 11683.	Cantidad ejemplares: 1	Edicion: 3ra.ed.	Año_publicacion: 1992.	biblioitemnumber: 1810
Titulo_libro: Teoría de la tributación.	Autor: Ángel, Dionisio A	Subtitulo_libro: sin datos	Cantidad ejemplares: 3	Edicion: 1ra.ed.	Año_publicacion: 1985.	biblioitemnumber: 1811
Titulo_libro: Impuesto sobre los ingresos brutos.	Autor: Bulit Goñi, Enrique G	Subtitulo_libro: sin datos	Cantidad ejemplares: 3	Edicion: 1ra.ed.	Año_publicacion: 1986.	biblioitemnumber: 1812
Titulo_libro: Temas de derecho tributario.	Autor: García Belsunce, Horacio A	Subtitulo_libro: sin datos	Cantidad ejemplares: 6	Edicion: 1ra.ed.	Año_publicacion: 1982.	biblioitemnumber: 1813
Titulo_libro: Impuestos nacionales 1991.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1991.	biblioitemnumber: 1814
Titulo_libro: Impuestos nacionales 19 : 	Autor: sin datos	Subtitulo_libro: y de las provincias de Buenos Aires, Córdoba, Entre Ríos, Mendoza, Santa Fé y Tucumán ...	Cantidad ejemplares: 4	Edicion: 1ra.ed.	Año_publicacion: 1987.	biblioitemnumber: 1815
Titulo_libro: Impuestos nacionales 1982.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1982.	biblioitemnumber: 1816
Titulo_libro: Impuestos nacionales 18.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 6	Edicion: 1ra.ed.	Año_publicacion: 1985.	biblioitemnumber: 1817
Titulo_libro: Impuestos nacionales 18.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 5	Edicion: 1ra.ed.	Año_publicacion: 1985.	biblioitemnumber: 1818
Titulo_libro: Impuesto sobre los beneficios eventuales.	Autor: Castro, Juan Pedro	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1983.	biblioitemnumber: 1819
Titulo_libro: Reforma tributaria 1985/86.	Autor: Castro, Juan Pedro	Subtitulo_libro: sin datos	Cantidad ejemplares: 8	Edicion: 1ra.ed.	Año_publicacion: 1986.	biblioitemnumber: 1820
Titulo_libro: ERREPAR consultor de legislación, jurisprudencia y doctrina : 	Autor: sin datos	Subtitulo_libro: impuestos provinciales.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1994.	biblioitemnumber: 1821
Titulo_libro: ERREPAR consultor de legislación, jurisprudencia y doctrina : 	Autor: sin datos	Subtitulo_libro: impuestos provinciales.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1994.	biblioitemnumber: 1822
Titulo_libro: ERREPAR consultor de legislación, jurisprudencia y doctrina : 	Autor: sin datos	Subtitulo_libro: valor agregado.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1994.	biblioitemnumber: 1823
Titulo_libro: ERREPAR consultor de legislación, jurisprudencia y doctrina : 	Autor: sin datos	Subtitulo_libro: valor agregado.	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1994.	biblioitemnumber: 1824
Titulo_libro: ERREPAR consultor de legislación, jurisprudencia y doctrina : 	Autor: sin datos	Subtitulo_libro: impuesto a las ganancias.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1994.	biblioitemnumber: 1825
Titulo_libro: ERREPAR consultor de legislación, jurisprudencia y doctrina : 	Autor: sin datos	Subtitulo_libro: impuesto a las ganancias.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1994.	biblioitemnumber: 1826
Titulo_libro: ERREPAR consultor de legislación, jurisprudencia y doctrina : 	Autor: sin datos	Subtitulo_libro: impuesto a las ganancias.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1994.	biblioitemnumber: 1827
Titulo_libro: ERREPAR consultor de legislación, jurisprudencia y doctrina.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1994.	biblioitemnumber: 1828
Titulo_libro: ERREPAR consultor de legislación, jurisprudencia y doctrina.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1994.	biblioitemnumber: 1829
Titulo_libro: ERREPAR consultor de legislación, jurisprudencia y doctrina : 	Autor: sin datos	Subtitulo_libro: impuestos nacionales.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1994.	biblioitemnumber: 1830
Titulo_libro: ERREPAR consultor de legislación, jurisprudencia y doctrina : 	Autor: sin datos	Subtitulo_libro: impuestos nacionales.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1994.	biblioitemnumber: 1831
Titulo_libro: ERREPAR consultor de legislación, jurisprudencia y doctrina : 	Autor: sin datos	Subtitulo_libro: agenda impositiva.	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1994.	biblioitemnumber: 1832
Titulo_libro: ERREPAR consultor de legislación, jurisprudencia y doctrina : 	Autor: sin datos	Subtitulo_libro: regímenes especiales.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1994.	biblioitemnumber: 1833
Titulo_libro: ERREPAR consultor de legislación, jurisprudencia y doctrina : 	Autor: sin datos	Subtitulo_libro: impuestos patrimoniales.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1994.	biblioitemnumber: 1834
Titulo_libro: Impuesto a las ganancias : 	Autor: Reig, Enrique Jorge	Subtitulo_libro: estudio teórico práctico de la ley argentina a la luz de la teoría general del impuesto a la renta.	Cantidad ejemplares: 3	Edicion: 8va.ed.	Año_publicacion: 1991.	biblioitemnumber: 1835
