Titulo del libro;Autor;Subtitulo del libro;Ejemplares disponibles;Edicion;Año publicacion
El impacto sectorial del proceso de integración subregional en la Comunidad Andina  ;sin informacion;sector lácteo y sector textil.;1;1ra.;2000
Resolución Técnica 4 a 21  ;sin informacion;version 1.5.;10;1ra.;2003
Introducción al análisis matemático  ;Rabuffetti, Hebe T.;cálculo 1.;1;1ra.;sf
Manual de derecho administrativo.;Diez, Manuel María;sin informacion;1;8va.;1996
Qué es esa cosa llamada ciencia?;Chalmers, Alan F.;sin informacion;2;2da.;2002
Estadistica para administradores.;Levin, Richard I.;sin informacion;1;6ta.;1996
Riesgos del trabajo  ;sin informacion;ley 24557, con las modificatorias introducidas por la Ley 24938 y el Decreto 1278/00.;4;1ra.;2003
Procedimiento fiscal  ;sin informacion;Ley Penal Tributaria, Ley Antievasión y Coparticipación Federal.;2;1ra.;2003
Régimen de concursos y quiebras  ;Rouillon, Adolfo A. N;ley 24522.;1;12da.;2003
Derecho civil  ;Wayar, Ernesto Clemente;obligaciones.;10;1ra.;2002
Resoluciones Técnicas 4 a 22 comentadas  ;Gelso, Aldo;análisis - casos prácticos.;5;8va.;2004
Derecho administrativo.;Cassagne, Juan Carlos;sin informacion;2;7ma.;2002
Derecho administrativo.;Cassagne, Juan Carlos;sin informacion;2;7ma.;2002
Suplementos universitarios La Ley  ;sin informacion;compendio de legislación del trabajo y de la seguridad social.;2;7ma.;2004
Leyes usuales del trabajo.;Chirinian, Marianela;sin informacion;2;1ra.;2004
Teoría y práctica societaria.;Grispo, Jorge Daniel;sin informacion;5;1ra.;2004
Sociedades anónimas  ;Mascheroni, Fernando H;análisis del régimen legal. Legislación - modelos.;1;4ta.;1999
Manual de derecho laboral.;Grisolia, Julio Armando;sin informacion;2;1ra.;2004
El salvataje de la empresa, el cramdown en la Ley 23589.;Junyent Bas, Francisco;sin informacion;2;1ra.;2004
Introducción a al economía.;Perticarari, Néstor René;sin informacion;5;1ra.;2000
Aministración  ;Álvarez, Héctor Felipe;un enfoque interdisciplinario y competitivo.;8;1ra.;2004
Créditos con garantía real en los concursos.;Casadio Martínez, Claudio Alfredo;sin informacion;1;1ra.;2004
Concurso especial y reserva de gastos  ;Mosso, Guillermo G;leyes 24522, 25563 y 25589.;1;1ra.;2002
Verificación de créditos en los Paises del MERCOSUR  ;Garaguso, Horacio Pablo;una propuesta de armonización e integración.;1;1ra.;1998
Concurso preventivo del garante  ;Molina Sandoval, Carlos A;ley 24522.;1;1ra.;2000
El nuevo acuerdo preventivo extrajudicial  ;Truffat, Edgardo Daniel;ley 25589.;1;1ra.;2002
El proceso concursal  ;Garaguso, Horacio Pablo;el concurso como proceso.;1;1ra.;1999
El proceso concursal  ;Garaguso, Horacio Pablo;el concurso como proceso.;1;1ra.;1999
El proceso concursal  ;Garaguso, Horacio Pablo;el concurso como proceso.;1;1ra.;1999
La exigibilidad de los privilegios en el derecho concursal.;Granados, Ernesto I. J;sin informacion;2;1ra.;2003
Honorarios en concurso y quiebras.;Pesaresi, Guillermo Mario;sin informacion;1;1ra.;2002
Teoría de los contratos.;Lopez De Zavalia, Fernando J.;sin informacion;6;1ra.;2003
El nuevo estado de flujo de efectivo.;Mantovan, Flavio A;sin informacion;7;2da.;2003
El modelo contable  ;Ostengo, Héctor Carlos;análisis doctrinario del modelo de las normas contables profesionales.;1;2da.;2003
Guías de control de gestión para profesionales y maestrandos  ;Ostengo, Héctor Carlos;desde la contabilidad de gestión hacia los tableros de comando.;1;1ra.;2004
La conversión de quiebra en conrcurso preventivo.;Truffat, Edgardo Daniel;sin informacion;1;1ra.;1996
La actuación del síndico  ;Villanueva, Patricia Luz;ambito societario y concursal.;1;1ra.;1999
Etica de los negocios.;Bernardo, Juan D.;sin informacion;1;1ra.;2001
Código de comercio.;Zamora, Fernando Marcelo;sin informacion;3;1ra.;2004
Código civil.;Zavalia, Ricardo Leandro;sin informacion;3;1ra.;2004
Remuneraciones e indemnizaciones  ;Sirena, José Luis;liquidaciones.;4;1ra.;2004
Tratado de derecho administrativo.;Marienhoff, Miguel S;sin informacion;2;5ta.;2003
Principios de economía.;Díaz Cafferata, Alberto M;sin informacion;2;2da.;2000
Cálculo financiero aplicado  ;López Dumrauf, Guillermo;un enfoque profesional.;1;1ra.;2004
Sanciones encubiertas en el derecho tributario.;Litvak, José Daniel;sin informacion;3;1ra.;2003
Derecho tributario  ;Soler, Osvaldo H;económico-constitucional-sustancial-administrativo penal.;2;1ra.;2002
Auditoría Interna y operativa  ;Rusenas, Ruben Oscar;fraude y corrupción.;9;1ra.;2002
Impuesto a las Ganancias  ;sin informacion;transferencia de inmuebles.;5;1ra.;2002
Convenio multilateral  ;sin informacion;ingresos Brutos.;7;1ra.;2002
Impuestos Internos.;sin informacion;sin informacion;8;1ra.;2002
El sistema de información contable  ;Ostengo, Héctor Carlos;una herramienta para la toma de decisiones y el control.;21;1ra.;2000
Introducción a la economía.;Rossetti, José Paschoal;sin informacion;5;3ra.;2002
Ley de sociedades comerciales.;sin informacion;sin informacion;4;1ra.;2002
PER y valoración en bolsa.;Martinez Abascal, Eduardo;sin informacion;1;1ra.;2001
Administración financiera de las organizaciones.;Sapetnitzky, Claudio E.;sin informacion;3;2da.;2003
Derecho administrativo  ;Comadira, Julio R;acto administrativo, procedimiento administrativo y otros estudios.;1;2da.;2003
Ley 24.156  ;sin informacion;ley de administración financiera y de los sistemas de control del sector público nacional.;1;sin informacion;2003
Lecturas 8.;Collatti, María Belén;sin informacion;1;1ra.;2004
Macroeconomía.;Dornbusch, Rudiger;sin informacion;5;8va.;2002
Gestión económica y financiera de proyectos.;Salvarredy, Julián Raúl;sin informacion;1;1ra.;2003
Operaciones financieras con Microsoft Excel  ;Casparri, María Teresa;Operaciones financieras de capital único.;1;1ra.;2003
Tratado de derecho civil  ;Llambias, Jorge Joaquin;parte general.;3;20ma.;2003
Tratado de derecho civil  ;Llambias, Jorge Joaquin;parte general.;3;20ma.;2003
Los 80 conceptos esenciales de marketing.;Kotler, Philip;sin informacion;1;1ra.;2003
9no.Congreso Argentino de Derecho Societario y 5to.Congreso Iberoamericano de Derecho Societario y de la Empresa.;sin informacion;sin informacion;1;1ra.;2004
9no.Congreso Argentino de Derecho Societario y 5to.Congreso Iberoamericano de Derecho Societario y de la Empresa.;sin informacion;sin informacion;1;1ra.;2004
9no.Congreso Argentino de Derecho Societario y 5to.Congreso Iberoamericano de Derecho Societario y de la Empresa.;sin informacion;sin informacion;1;1ra.;2004
Práctica profesional de negocios internacionales.;Arese, Héctor Felipe;sin informacion;1;1ra. ;2003
Historia de la Economía.;Galbraith, John Kenneth;sin informacion;1;9na.;2003
Monotributo y contribuyente eventual.;Dalmasio, Adalberto Raúl;sin informacion;4;1ra. ;2004
Reforma del Estado para la ciudadanía.;Bresser Pereira, Luis Carlos;sin informacion;1;1ra.;1999
Nuevas operaciones financieras.;Jauregui, María De Los Angeles;sin informacion;1;1ra.;1999
Estadística aplicada.;Hildebrand, David K.;sin informacion;1;1ra.;1997
Análisis cuantitativos para los negocios.;Bonini, Charles;sin informacion;1;9na. ;2000
El desafío de la ética.;Debeljuh, Patricia;sin informacion;1;1ra.e.d.;2003
Líderes  ;Bennis, Warren G.;estrategia para un liderazgo eficaz.;4;2da.;2001
Ventaja competitiva  ;Porter, Michael E;Creación y sostenimiento de un desempeño superior.;1;2da.;2004
Computación para contadores  ;Schiavinato, Eduardo;todas las herramientas para potenciar su actividad.;4;2da. ;2003
Estados contables  ;Biondi, Mario;Presentación, interpretación y análisis.;2;2da. ;2004
La quinta disciplina en la práctica  ;Senge, Peter M;como construir una organización inteligente.;4;1ra.;2004
La danza del cambio  ;Senge, Peter M;Los retos de sostener el impulso en organizaciones abiertas al aprendizaje.;1;sin informacion;2000
Valoración, venta y adquisición de empresas.;Santandreu, Eliseo;sin informacion;1;1ra. ;1998
Confirming, factoring y renting.;Santandreu, Eliseo;sin informacion;1;1ra. ;1998
Financiamiento y efectos en la inversión d ela empresa.;Arreghini, Hugo Ricardo;sin informacion;3;1ra. ;2003
Evaluación de inversiones y financiación.;Ferruz Agudo, Luis;sin informacion;1;1ra.;1995
La continuidad de la empresa familiar.;Amat, Joan M.;sin informacion;1;2da. ;2001
Psicología social de las organizaciones  ;Schvarstein, Leonardo;nuevos aportes.;3;2da. ;2002
Los primeros pasos al mundo empresarial  ;Ibarra Valdez, David;una guía para emprendedores.;1;1ra. ;1997
Código civil.;Zamora, Fernando Marcelo;sin informacion;1;sin informacion;1995
ERREPAR consultor de Legislación, jurisprudencia y doctrina  ;sin informacion;impuestos provinciales.;1;1ra.;1998
ERREPAR consultor de Legislación, jurisprudencia y doctrina  ;sin informacion;impuestos provinciales.;1;1ra.;1998
El régimen de capitalización a siete años de la Reforma Previsional.;sin informacion;sin informacion;1;1ra.;2001
Industria manufacturera 1993-2001.;Hernandez, Ruby Daniel;sin informacion;2;1ra.;2004
ERREPAR consultor de legislación, jurisprudencia y doctrina  ;sin informacion;Impuestos a las ganancias.;1;1ra.;1998
ERREPAR consultor de legislación, jurisprudencia y doctrina  ;sin informacion;impuestos a las ganancias.;1;1ra.;1998
ERREPAR consultor de Legislación, jurisprudencia y doctrina  ;sin informacion;procedimiento fiscal.;1;1ra.;1998
ERREPAR consultor de legislación, jurisprudencia y doctrina  ;sin informacion;procedimiento fiscal.;1;1ra.;1998
La coordinación macroeconómica y la cooperación monetaria, sus costos, beneficios y aplicabilidad en acuerdos regionales de integración.;sin informacion;sin informacion;1;1ra.;2004
Industrias de tecnología avanzada.;Hernandez, Ruby Daniel;sin informacion;2;1ra.;2002
ERREPAR  consultor de legislación, jurisprudencia y doctrina  ;sin informacion;agenda impositiva.;1;1ra.;1998
Resoluciones Técnicas emitidas por la FACPCE  ;Federación Argentina De Consejos Profesionales En Ciencias Económicas;Incluye RT 22. Actividades agropecuarias y Res. 293/04.;1;3ra. ;2004
Código Penal.;Zamora, Fernando Marcelo;sin informacion;1;sin informacion;2004
Código Procesal Penal de la Provincia de Jujuy  ;sin informacion;Anotado y concordado.;1;sin informacion;2003
Derecho privado  ;Alterini, Atilio Aníbal;primer curso.;10;1ra.;1968
Derecho Penal. Parte especial  ;Dayenoff Davis, Elbio;Doctrinas.Visión jurisprudencial. Reflexiones para la defensa. Cuadros sinópticos.;1;sin informacion;2003
Derecho Penal. Parte especial  ;Dayenoff Davis, Elbio;Guia de ayuda-memoria. pistas de reflexión. cuadros sinópticos.;1;1ra.e.d.;2002
Disparidades regionales y federalismo fiscal.;Porto, Alberto;sin informacion;2;sin informacion;2004
Geografía económica argentina.;Defelippe, Bruno A.;sin informacion;1;1ra. ;1959
Tratado de derecho civil argentino  ;Borda, Guillermo A.;Parte general I.;1;3ra. ;1959
Tratado de derecho civil argentino  ;Borda, Guillermo A.;Parte general II.;1;3ra. ;1959
Tratado de derecho civil argentino  ;Borda, Guillermo A.;Contratos I.;1;1ra. ;1959
Tratado de derecho civil argentino  ;Borda, Guillermo A.;Contratos II.;1;1ra. ;1959
Tratado de derecho civil argentino  ;Borda, Guillermo A.;Suseciones I.;1;1ra. ;1958
Tratado de derecho civil argentino  ;Borda, Guillermo A.;Contratos II.;2;3ra. ;1974
Tratado de derecho civil argentino  ;Borda, Guillermo A.;Familia I.;1;2da. ;1959
Tratado de derecho civil argentino  ;Borda, Guillermo A.;Familia II.;1;2da. ;1959
Tratado de derecho civil argentino  ;Borda, Guillermo A.;Sucesiones II.;1;1ra. ;sf
Perito judicial.;Zilberman, Claudio J;sin informacion;1;1ra.;2004
Bases para un modelo de desarrollo tecnológico, industrial, regional.;Hernandez, Ruby Daniel;sin informacion;2;1ra.;1998
Higiene y seguridad en el trabajo.;sin informacion;sin informacion;4;1ra.;2003
Bienes personales.;Mayolas, Eugenio M.De;sin informacion;2;2da.;2003
Impuesto a la ganancia mínima presuntaImpuesto sobre los bienes personales.;sin informacion;sin informacion;1;1ra.;2003
Manual de derecho de familia.;Borda, Guillermo A;sin informacion;1;3ra.;1960
Manual de sucesiones.;Borda, Guillermo A;sin informacion;1;1ra.;1959
Manual de sucesiones.;Borda, Guillermo A;sin informacion;1;2da.;1965
Manual de sucesiones.;Borda, Guillermo A;sin informacion;1;5ta.;sf
Derecho concursal.;García Martínez, Roberto;sin informacion;1;1ra.;1997
Régimen concursal.;Hurtado, Emilio Ramón;sin informacion;1;1ra.e.d.;2001
Ley de concursos y quiebras.;Junyent Bas, Francisco;sin informacion;1;1ra.;2003
Ley de concursos y quiebras.;Junyent Bas, Francisco;sin informacion;1;1ra.;2003
La Regulación de servicios públicos domiciliarios.;Martinez De Vedia, Rodolfo;sin informacion;1;1ra.e.d.;2000
Ley de concursos.;sin informacion;sin informacion;3;1ra.;2003
Código Procesal Penal de la Nación.;Zavalia, Ricardo Leandro;sin informacion;1;1ra.;2004
Manual de derecho del trabajo.;Rivas, José María;sin informacion;1;3ra.;1970
Tratado de auditoría.;Fowler Newton, Enrique;sin informacion;6;3ra.;2004
Tratado de auditoría.;Fowler Newton, Enrique;sin informacion;6;3ra.;2004
Contabilidad básica.;Fowler Newton, Enrique;sin informacion;21;4ta.;2003
Aportes para un trabajo de tesis  ;Perez De Pugliese, Irene;construcción y comunicación.;1;1ra.;2004
Manual para el microempresario.;Llobeta, Raúl E.;sin informacion;3;1ra.;1997
Vivir del propio trabajo  ;Llobeta, Raúl E.;plan de negocios para microempresas sustentables.;5;1ra.;2004
Diccionario para contadores.;Kohler, Eric;sin informacion;1;1a.;1997
Cuestiones contables fundamentales.;Fowler Newton, Enrique;sin informacion;25;4ta.;2005
Regimen de coparticipación federal.;sin informacion;sin informacion;3;1ra.;2001
Impuesto al Valor Agregado.;sin informacion;sin informacion;3;1ra.;2001
Monotributo  ;sin informacion;régimen simplificado para pequeños contribuyentes.;3;1ra.;2001
Ley de cheques.;sin informacion;sin informacion;3;1ra.;2001
Ganancias, bienes personales, ganancia mínima presunta.;sin informacion;sin informacion;3;1ra.;2001
Procedimiento tributario, procedimientos administrativos ...;sin informacion;sin informacion;1;1ra.;2001
Impuestos internos, impuesto sobre los combustibles, impuesto de sellos.;sin informacion;sin informacion;3;1ra.;2001
Ley de contrato de trabajo. Jornada de trabajo.;sin informacion;sin informacion;2;1ra.;2001
Convenciones colectivas de trabajo, negociaciones colectivas, asociaciones sindicales.;sin informacion;sin informacion;2;1ra.;2001
Seguros de vida.;Frangipani, Alfonso U.;sin informacion;1;1ra.;1956
La Ley de Quiebras Nº11719.;Loza, Eufracio R;sin informacion;1;1ra.;1970
Derecho constitucional  ;Bidart Campos, German J;realidad, normatividad y justicia en el derecho constitucional.;3;1ra.;1964
Derecho constitucional  ;Bidart Campos, German J;realidad, normatividad y justicia en el derecho constitucional.;3;1ra.;1964
Derecho constitucional.;Bielsa, Rafael;sin informacion;3;3ra.;1959
Estado de flujo de efectivo  ;Petti, Ana María;Incluye cambios recientes a las Normas Contables Profesionales.;1;2da.;2003
Derecho societario  ;Richard, Efraín Hugo;sociedades comerciales, civil y cooperativa.;1;1ra.;2000
Régimen jurídico de la gestión y del control en la hacienda pública.;Atchabahian, Adolfo;sin informacion;6;2da.;1999
Cálculo de una variable.;Pita Ruiz, Claudio;sin informacion;1;1ra.;1998
Matemáticas aplicadas a la administración y la economía.;Arya, Jagdish C;sin informacion;1;4ta.;2002
Responsabilidad de los directores de sociedades anónimas.;Gagliardo, Mariano;sin informacion;1;4ta.;2004
Responsabilidad de los directores de sociedades anónimas.;Gagliardo, Mariano;sin informacion;1;4ta.;2004
Introducción a la probabilidad y estadística.;Mendenhall, William;sin informacion;1;1ra.;2003
Dirección estratégica de personas  ;Bonache, Jaime;evidencias y perspectivas para el siglo XXI.;1;1ra.;2004
La gestión adecuada de personas.;Jiménez, Alfonso;sin informacion;1;1ra.;2005
Macroeconomía  ;Blanchard, Olivier;teoría y política económica con aplicaciones a América Latina.;3;1ra.;2005
Matemáticas para administración y economía.;Tan, S. T;sin informacion;1;2da.;2002
Ley de sociedades comerciales.;Muguillo, Roberto A;sin informacion;1;1ra.;2005
Marketing internacional.;Cateora, Philip R;sin informacion;1;10ma.;2000
