LISTADO DE LIBROS DE LA BIBLIOTECA DE LA FACULTAD DE CIENCIAS ECONOMICAS		
Autor	Titulo de libro	Cant Ejemplar
Kaye, Beverly	Cuídalos o pierdelos :	1
Sequeira, Marcos Alberto	Régimen penal tributario :	2
Sequeira, Marcos Alberto	Régimen penal tributario :	2
Eguez, Hermosinda	Convenio multilateral para el impuesto sobre los ingresos brutos :	2
Soler, Osvaldo H	El impuesto a los sellos en todas las jurisdicciones de la República Argentina.	1
Lopez De Prado, Marcos Mailoc	Invertir en Hedge Funds :	1
Bunsow, Federico	Mercado de capitales :	1
	La República Argentina y los instrumentos jurídicos internacionales sobre derechos humanos :	1
Dib Chagra, Adrian Antonio	El servicio al cliente, la venta y el marketing personal.	1
Dib Chagra, Adrián Antonio	Historias de marketing.	1
Dib Chagra, Adrian Antonio	Marketing social y político.	1
Ardoino, Jorge José	Impacto de las TICs en la sociedad, el trabajo y la educación.	1
Fortuni, Luis	Apuntes de contabilidad pública.	18
Cleri, Carlos	El libro de las PyMEs.	3
	Simposio sobre legislación tributaria argentina.	1
	Anuario 2011-12 :	1
	Proyecciones provinciales de población por sexo y grupo de edad :	1
Alcibar, Jorge Raúl	Técnica y organización bancaria.	1
Barnes, Ralph M.	Manual de métodos de trabajo.	1
Lucas Ortueta, Ramón De	Organización científica de las empresas.	1
Stellatelli, Antonio	Manual de programación y organización comercial.	1
Leener, Georges De	Tratado de organización de empresas.	1
Arjona Ciria, Antonio	Planificacion y control de la producción.	1
Castelnuovo, Hugo J.	Temas de organización administrativo contable de la empresa.	4
Bryce, Murray D.	Normas y métodos para el desarrollo industrial.	1
Lapierre, Claude	Valoración de puestos de trabajo.	1
Weaver, Gilbert G	Organización y administración de talleres escolares.	1
Nett, Roger	Introducción al estudio de la sistematización electrónica de datos.	1
Arnold, Pauline	La era de la automatización.	1
Jans, Evelin	Nuevos métodos de organización automatizada.	1
Rautenstrauch, Walter	Cómo proyectar una empresa industraial :	1
Davie, A.	Introducción a la automatización industrial.	1
Davie, A.	Introducción a la automatización industrial.	1
Sisson, Roger L	Información por computadoras.	1
Burck, Gilbert	La era de la computadora y su potencia en la administración.	1
Raul, Joaquín	Organización administrativa contable.	1
Barnes, Ralph M.	Estudio de movimientos y tiempos.	1
Hierche, H.	Técnicas modernas de gestión de empresas.	1
Loeb, Paul	El presupuesto en la empresa.	1
Hedges, Trimble R	Administración de empresas agricolas.	1
Martin, Roscoe C.	Administración pública.	1
Appley, Lawrence A.	La administración en acción :	1
Dimock, Marshall Edward	Administración pública.	1
Aguiar García, Inmaculada	Finanzas corporativas en la práctica.	1
Tinbergen, Jan	Planificación central.	1
Canning, Richard G.	La administracion del procesamiento de datos.	1
Herrero Aleixandre, José Joaquín	Teoría de la valoración de personal.	1
Isaacs, Asher	Las empresas, el gobierno y el interés publico.	1
Thomas, E.H.	Gestión de las cooperativas.	1
Cadmus, Bradford	Control interno contra el fraude y el derroche.	1
Bendix, Reinhard	Trabajo y autoridad en la industria :	1
Andrews, George H.	Programación y control de la producción.	1
Waldo, Dwight	Estudio de la administración pública.	1
Seoane, Joaquín Raúl	Normas de administración comercial.	1
Seoane, Joaquín Raúl	Control contable.	1
Mascia, Alfredo A.	Productividad de empresas.	2
Weston, J. Fred	Finanzas para ejecutivos.	1
Jiménez Castro, Wilburg	Introducción al estudio de la teoría administrativa.	3
Stepanek, Joseph E	Dirección y administración industrial :	1
Sherwood, Frank P	Métodos de supervisión en la administración municipal.	1
Ader, José Jorge	Administración de empresas.	3
Simon, Herbert A	Administración de empresas.	3
Cholvis, Francisco	Los fraudes del personal.	1
Escoube, Pierre	Administración de personal.	1
Chiavenato, Idalberto	Comportamiento organizacional :	1
Ross, Stephen A.	Fundamentos de finanzas corporativas.	4
Reinhart, Carmen M.	Esta vez es distinto :	1
Armendariz, Beatríz	Economía de las microfinanzas.	1
Fisher, Roger	Mas alla de Maquiavelo :	1
Rothlin, Philippe	El nuevo sondrome laboral Boreout.	1
Denning, Stephen	The leader's guide to radical management :	1
Denning, Stephen	The leader's guide to storytelling :	1
Denning, Stephen	The secret language of leadership :	2
Suarez Suarez, Andrés S	Decisiones optimas de inversión y financiación en la empresa.	4
Giddens, Anthony	La teoría social, hoy.	2
Ulrich, Dave	El futuro de la dirección de recursos humanos.	1
Wilson, Terry	Manual del empowerment :	1
Stenhouse, Lawrence	La investigación como base de la enseñanza.	1
Lamothe Fernández, Prósper	Opciones financieras y productos estructurados.	5
Fernandez, Pablo	Creación de valor para accionistas.	1
Manzanera Escribano, Antonio	Finanzas para emprendedores :	1
Mandelbrot, Benoit	Fractales y finanzas :	1
Dapena, José Pablo	Instrumentos de inversión y mercados financieros :	1
Rosa, Paula	Economía social y solidaria :	2
Carlevari, Isidro J.F.	La Argentina :	1
Mochon Morcillo, Francisco	Economía :	1
Marting, Elizabeth	La administración de empresas y su personal.	1
Pecheny, David M	Teoría de las decisiones.	2
Lopez Gaffney, Alberto O.	Costo como herramienta de dirección.	2
	Análisis del fluir de fondos para control superior.	1
Solomon, Ezra	Teoría de la administración financiera.	6
	Análisis de decisiones de remplazo de equipos.	1
	Un nuevo concepto de la direcci'on administrativa.	1
Ducceschi, Mirella	Técnicas de dirección de personal.	2
Gerstenberg, Charles W	Financiamiento y administración de empresas.	1
Babenco, Mauricio	Método simplificado de administración contable.	1
Babenco, Mauricio	Método simplificado de administración contable.	1
Babenco, Mauricio	Método simplificado de administración contable.	1
Dimock, Marshall Edward	Principios y normas de administración.	1
Leemans, Louis	Administración, organización y contabilidad industriales.	1
Micele, Antonio	Reglamentación bancaria argentina.	1
Simmonds, Francis	El control financiero en la industria.	1
Erasmus, Charles J.	El hombre asume el control :	1
Yoder, Dale	Manejo de personal y relaciones industriales.	1
Yoder, Dale	Manejo de personal y relaciones industriales.	6
Contini, Claude	Establecimiento y control del presupuesto de publicidad.	1
Taylor, Frederick Winslow	Principios de administración científica.	1
Fayol, Henri	Administración industrial y general.	1
Johnson, Robert W.	Administración financiera.	1
Bethel, Lawrence L.	Organización y dirección industrial.	1
Brodner, Ernst	La dirección de la empresa :	1
Abalo Genta, Ángel L	Seguros y reclamos en la empresa.	1
Grabbe, Eugene M.	Automación en la industria y el comercio.	1
Massonat, Paul	Las variaciones de la moneda y de los precios :	1
Leone, Fernando H	Vademecum empresario.	1
Basil, Douglas C.	La dirección de la pequeña empresa.	2
O'shaughnessy, J.	Organización de empresas.	1
Lopes De Sa, A.	Administración financiera al alcance de todos.	1
Ecker, H. Paul	Manual para supervisores.	1
Nowak, Norman D	Teoría y práctica de la administración fiscal.	1
Hetman, Francois	Los secretos de los gifantes norteamericanos.	1
Drucker, Peter F.	La gerencia de empresas.	1
Lhermitte, Pierre	La informática :	1
Argenti, John	Planificación de la empresa :	1
Camusat, Pierre	Compendio de organización industrial.	1
De Hasson, Guy	La formación de la empresa.	2
Bass, Bernard M	Entrenamiento en la industria :	1
Muller, N.	La información en la empresa.	1
Oxenfeldt, Alfred R.	La gerencia comercial.	1
Forrester, Jay W.	Dinámica industrial.	2
Buffa, Elwood S.	Administración y dirección técnica de la producción.	3
Buffa, Elwood S.	Administración y dirección técnica de la producción.	5
Morris, William T.	La ciencia de la dirección de empresas en acción.	2
Uris, Auren	Los cambios revolucionarios en la administración de empresas.	1
Jones, Manley Howe	Las decisiones del ejecutivo.	5
Murphy, John S	Curso básico de computadoras digitales.	1
Murphy, John S	Curso básico de computadoras digitales.	1
Murphy, John S	Curso básico de computadoras digitales.	1
Blake, Robert R.	El modelo del cuadro organizacionals.	1
Lawrence, Paul R.	Desarrollo de organizaciones :	1
Schein, Edgar H	Consultoría de procesos :	1
Walton, Richard E.	Conciliación de conflictos interpersonales :	1
Pigretti, Eduardo A.	Manual de derecho minero.	5
Stampfli, Joseph	Matemáticas para las finanzas :	1
Demarco, Jorge H	Tratado Jurisprudencial y Doctrinario :	2
Demarco, Jorge H.	Tratado Jurisprudencial y Doctrinario :	2
Demarco, Jorge H	Tratado Jurisprudencial y Doctrinario :	2
Demarco, Jorge H	Tratado Jurisprudencial y Doctrinario :	2
Demarco, Jorge H.	Tratado Jurisprudencial y Doctrinario :	2
Demarco, Jorge H.	Tratado Jurisprudencial y Doctrinario :	2
Demarco, Jorge H.	Tratado Jurisprudencial y Doctrinario :	2
Demarco, Jorge H.	Tratado Jurisprudencial y Doctrinario :	2
	Carta orgánica municipal.	3
Echegaray, Ricardo	La administración tributaria frente al contribuyente global :	1
Lopez Dumrauf, Guillermo L.	Finanzas corporativas :	1
Fabozzi, Frank J	Mercados e instituciones financieras.	1
Falcon, Enrique M	Cómo se ofrece y se produce la prueba :	1
Azpiri, Jorge O.	Régimen de bienes en el matrimonio :	1
Asensio, Miguel Ángel	Federalismo fiscal :	3
Bolivar, Miguel A	Finanzas públicas y control.	1
Asensio, Miguel Ángel	Finanzas públicas :	1
García Vior, Andrea	Intermediación laboral y sucesión de empleadores.	1
Biondi, Mario	Teoría contable doctrinaria :	1
Muller, Alberto	La planificación en Argentina en perspectiva (1930-2012)	1
Varsavsky, Oscar	Estilos tecnológicos :	2
Albers, Henry Herman	Principios de organización y dirección :	11
Rewoldt, Stewart H	Dirección comercial.	1
D'estaing, Olivier Giscard	La descentralización en la empresa.	2
Bellavoine, Claude	Que es una computadora?	1
Morange, P	Introducción a la programación.	1
Anthony, Robert N.	Sistemas de planeamiento y control.	2
Pounet, P.A.	Control de gestión.	2
Perlick, Walter W.	Introducción a la dirección de empresas.	3
Duncan, Delbert J.	Práctica de venta minorista.	3
Mcguire, Joseph W.	Teorías el comportamiento empresario.	1
Beer, Stafford	Ciencia de la dirección :	2
Groff, Gene K.	Sistemas de producción.	1
Pearce, Esmond	La dirección de empresas en el proceso de comercialización.	1
Brink, Víctor Z	Las computadoras y la administración :	1
Porter, Donald E.	Studies in organizational behavior and management.	1
Rincon Vega, José Miguel	Principios básicos de ordenadores de egstión.	1
Zajdenweber, D.	Pronósticos y presupuestos.	2
Kelly, Joe	Relaciones humanas en la empresa.	1
Bogo, Héctor Mario	La dirección de ventas.	1
Miller, Ernest C	Planeamiento estratégico.	2
Groff, Gene K.	Planeamiento y control de producción.	1
Davis, E. J	Investigación de mercados.	1
Dearden, John	Sistemas de información administrativa.	2
Dopping, Olle	Conversando con la computadora.	1
Mace, Myles L.	El directorio eficiente.	2
Elliott, C. Orville	Introducción al procesamiento de datos.	2
Taylor, Frederick Winslow	Administración de talleres.	1
Kimball, Dexter S.	Principios de organización industrial.	1
Lazzarini, Héctor J.	La teoría de la información y el análisis de la concentración bancaria.	1
Fischer Rossi, Konrad	Casos en adminsitración de negocios.	1
Herrmann, Frederico	Oragnización económica y financiera de las empresas industriales.	1
Donald, W.J.	Manual de organización financiera.	1
Donald, W.J.	Manual de organización financiera.	1
Hodge, Billy J	Administración y organización.	2
Duncan, Delbert J.	Venta minorista.	1
Cohen, Leo J	S/O - Sistemas operativos.	1
Gruenberger, Fred	Computadoras de cuarta generación.	1
Tomlin, Roger	Introducción de la computadora en la empresa.	1
Loen, Raymond O	Principios de adminsitración.	2
Batten, J.D.	Más alla de la dirección por objetivos.	2
Bousquie, Georges	Cómo organizar su trabajo.	1
Lerner, Eugene M.	Dirección financiera.	2
Chapin, Ned	Cursogramas.	1
Scott Morton, Michael S.	Sistemas de decision administrativa.	2
Horngren, Charles T.	Accounting for management control :	1
Churchman, West C.	Introductión to operations research.	1
Reig, Enrique Jorge	Estudio teórico práctico dela Ley Argentina sobre Impuesto a las Ganancias a la luza de la teoría general del impuesto a la renta.	2
Rajmilovich, Dario	Convenios para evitar la doble imposición.	1
Gómez, Teresa	Estudios sobre el Proceso Penal Tributario :	2
Billene, Ricardo A.	Costos para PyMe :	2
Casparri, María Teresa	Plan de negocios utilizando Excel y Project.	2
Lavalle, Silvina	Vínculos familiares :	2
Scali, Jorge Omar	Tablero de comando en las PyMEs.	2
Spriegel, William R.	Organización de empresas industriales.	2
Brown, Wilfred	Dirección empresarial.	2
Mc Gregor, Douglas	El aspecto humano de las empresas.	2
Nogales, Fernando	La familia empresaria :	2
Junyent Bas, Francisco	Ley de Concursos y Quiebras :	5
Junyent Bas, Francisco	Ley de Concursos y Quiebras :	5
Vitolo, Daniel Roque	Ley de Concursos y Quiebras reformada.	5
Anderson, David R.	Métodos cunatitativos para negocios.	3
Fowler Newton, Enrique	Análisis de estados contables.	4
Fowler Newton, Enrique	Cuestiones contables fundamentales.	5
Blalock, Hubert M.	Introducción a la investigación social.	3
Sautu, Ruth	Manual de metodología :	3
Urresti, Esteban	Dogmatica tributaria.	2
Fernandez, Víctor Ramiro	Escalas y politicas del desarrollo regional :	1
Casinelli, Hernán Pablo	NIIF para las pymes :	5
Casinelli, Hernan Pablo	NIIF/IFRS. Normas Internacionales de Inofrmaci'on financiera :	3
Gelso, Aldo	Resoluciones técnicas comentadas 6 a 31 :	3
Kaplan, Robert S.	El cuadro de mando integral :	3
Poblacion García, Francisco Javier	La gestion del riesgo en empresas industriales.	1
Byrnes, W.G.	Decisiones y estrategia :	1
Frischknecht, Federico	Organización.	2
Vazsonyi, Andrew	Introducción a la computación electrónica.	1
Bogo, Héctor Mario	La dirección de ventas.	1
Rodger, Leslie W	Comercialización en una economía competitiva.	1
Castle, Emery N.	Administración de empresas agropecuarias.	1
Giuliani Fonrouge, Carlos M	Impuestos Ano 1982.	1
Williams, Robert I.	Encyclopedia of accounting systems.	1
Williams, Robert I.	Encyclopedia of accounting systems.	1
Williams, Robert I.	Encyclopedia of accounting systems.	1
Williams, Robert I.	Encyclopedia of accounting systems.	1
Williams, Robert I.	Encyclopedia of accounting systems.	1
Odiorne, George S	Administración de personal.	1
Jones, Eduardo D.	Organización y administración de empresas industriales.	1
Perel, Vicente L	Administración :	2
Fonseca B., J. M.	Gerencia de producción.	2
Greco, Roberto Ernesto	Codigo civil de la Republica Argentina y Legislación complementaria.	3
Napoleoni, Claudio	Diccionario de economía politica.	1
Wainstein, Mario	Ensayos sobre temas de auditoria.	1
	Las consecuencias económicas y sociales de la carrera de armammeentos y de los gastos militares.	1
	Guia de estudios superiores de Iberoamerica.	1
	FAO :	1
	Rios y canales navegables internacionales :	1
	Congreso Nacional del Tribunal de Cuentas(6to : Octubre 1979 : Salta)	1
Rivera Soler, Ricardo Antonio	Estructura y elaboración de pruebas para selección de personal.	1
Lanham, Elizabeth	Valuación de puestos :	1
Lauzel, Pierre	De los ratios al cuadro de mando :	1
Fernández de Lar, Guillermo A	Manual de adiestramiento y consulta para el análisis de puestos.	1
Panico, Joseph A.	Teoría de las colas.	1
Green, Paul E.	La investigación para decisiones en comercialización.	1
Haire, Mason	Psicología de la empresa.	1
Cisneros, Antonio O.	Teoría computativa para la valuación objetiva de puestos.	1
Levy, Alberto R.	Gestión del negocio.	1
Margerison, Charles J.	Solución de problemas gerenciales.	3
Mc Nichols, Thomas J.	Política empresarial :	3
Siliceo, Alfonso	Capacitación y desarrollo de personal.	2
Petraglia, Luis A	Organización y métodos en la administración del estado :	2
Santos, Ernesto	Procesamiento de datos.	3
Clark, Frank J	Procesamiento de información.	1
Donovan, John J.	Programación de sistemas.	1
	La nueva práctica de la dirección.	2
Trump, Ross M	Fundamentos de la comercialización.	1
Koontz, Harold	Evaluación de ejecutivos.	1
Meier, Robert C	Técnicas de simulación en administración y economía.	1
